Time,Time Code,Country Name,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Annual freshwater withdrawals, total (% of internal resources) [ER.H2O.FWTL.ZS]",Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],"Contraceptive prevalence, any method (% of married women ages 15-49) [SP.DYN.CONU.ZS]",Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Forest area (sq. km) [AG.LND.FRST.K2],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],"Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]",Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Income share held by lowest 20% [SI.DST.FRST.20],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],Net migration [SM.POP.NETM],Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population) [SI.POV.DDAY],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Prevalence of underweight, weight for age (% of children under 5) [SH.STA.MALN.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]","School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]",Statistical Capacity Score (Overall Average) (scale 0 - 100) [IQ.SCI.OVRL],Surface area (sq. km) [AG.SRF.TOTL.K2],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Terrestrial and marine protected areas (% of total territorial area) [ER.PTD.TOTL.ZS],Time required to start a business (days) [IC.REG.DURS],"Total debt service (% of exports of goods, services and primary income) [DT.TDS.DECT.EX.ZS]",Urban population growth (annual %) [SP.URB.GROW]
2012,YR2012,St. Martin (French part),MAF,,,,,,,,,,,,1.82,,12.4,,,,,,,,,,,,,,78.87317073,,,,,,,,,740.24,-1.179122749,37012,,,,,,,,,,,50,,,,,
2012,YR2012,St. Vincent and the Grenadines,VCT,54.508,6.152365887,8.1,99.2,3.319961399,,,,,,288060587.8,2.021,115402246.3,285.4,730032600.1,1.169114289,6740,10960,731107145,1188381842,,0.050756063,94,,,14.57607797,1.09274103,71.879,54.65509348,,117.1134781,18.6,116.1998494,-2934,8260000.229,31109081.11,278.0384615,0.110726655,108435,,,,,101.7151794,23.97779684,112.2754211,0.985759974,101.9272232,53.33333333,390,21.8446857,,10,18.06996406,0.91425165
2012,YR2012,Sudan,SDN,80.008,33.77462417,673.375,,0.436539089,,,211.1412455,395.6589393,12.07008767,21822049522,4.771,2311460740,197326.74,63195499524,-17.0046884,1660,3600,59947109092,1.3034E+11,24.59938083,,85,16.05357252,,17.61752668,30.12859314,63.542,21.03947291,,76.41808263,71.7,236.6524508,-538145,1369119995,595843243.8,19.37568576,2.359808168,36193781,,,0.2,,57.54983139,9.412415167,70.88316345,0.895709991,41.23273849,43.33333333,1878000,6.894406995,,36.5,7.129093239,2.777518444
2012,YR2012,Suriname,SUR,65.49,8.385055373,0.622121212,,4.508108234,,,3314.568025,1440.39967,,,2.565,169442185.1,152805.84,4980000000,2.690349747,8550,15170,4626191254,8213418034,,25.08546688,64,,,35.26226117,10.7352006,70.851,94.15662651,,105.1407403,22,149.0035901,-5000,40349998.47,8057490.75,3.469532051,1.127820327,541247,,,1.4,,86.74710846,,112.7073288,1.132779956,72.07447052,64.44444444,163820,,,690,,1.025192594
2012,YR2012,Sweden,SWE,5.413,1.547145858,1.499064327,,4.426761612,,,14289.59509,5269.485998,45.02752542,,1.91,4273531542,280358,5.52484E+11,-0.588304569,59090,46470,5.6253E+11,4.42391E+11,22.59122553,17.97844274,98,40.25472565,8.5,23.00326522,1.001422023,81.70487805,60.95763248,1.130110289,124.1609811,3,92.03067597,253958,,4293492858,23.36962,0.739763272,9519374,0.5,16,,,102.6794815,32.11008243,101.9239273,0.992340028,98.14225006,,447420.11,26.30391073,,16,,1.117727362
2012,YR2012,Switzerland,CHE,3.503,0.629370356,4.95049505,,5.317086349,73,,7886.094306,3202.834337,67.406452,,1.52,39943494322,12415.96,6.9211E+11,1.217193657,87770,61140,7.01851E+11,4.88946E+11,25.63722918,26.05758409,93,56.66373076,8.1,24.87474081,-0.003765062,82.69756098,87.9087528,0.663502197,131.8813583,4.4,103.1233745,397267,,2420420106,202.3702045,1.061819329,7996861,0,14.5,0.2,,97.4105072,17.02288744,103.153717,0.983169973,96.48052216,,41290,9.093700566,,18,,1.091689113
2012,YR2012,Syrian Arab Republic,SYR,43.288,23.43229828,195.7992148,,2.301008788,,,1363.921404,726.3288791,7.714617821,4748532173,3.181,,5040.8,44117799607,-26.33901708,3070,,62686008758,,,,61,27.65407251,,25.04881247,26.24625525,70.55,35.45507741,,63.5064898,37,149.9679343,-5386986,1660430054,,111.3045853,-3.097273339,20438861,,,0.1,,113.6243134,,128.4602661,0.983579993,77.87033081,52.22222222,185180,,,13.5,,-4.993107918
2012,YR2012,Tajikistan,TJK,50.428,23.32681656,16.82655741,86.4,0.38349995,27.9,14.62590842,1761.0521,298.0086701,17.27727988,4619372232,3.608,241736370,4147.2,7633049792,7.499999463,1150,3510,9089152398,27649805634,23.26736369,,94,65.89866466,,22.04263462,11.86851559,69.34,67.312544,0.99913996,82.89697498,40.3,85.31024373,-136974,379019989,3222350605,56.26491855,2.277610287,7874838,,,0.1,13.3,98.15614319,,100.8560028,0.93028003,87.0531311,75.55555556,142550,,,13,12.51996226,2.368067534
2012,YR2012,Tanzania,TZA,123.16,26.55092652,6.171428571,61.4,0.209763309,,,97.80453473,492.6612701,22.37207068,12039158210,5.287,1799646137,492060.06,39650530214,4.50015356,810,2070,37175881611,94529738517,34.84443928,10.68819182,97,31.99751733,,25.39949872,10.483894,60.47,41.41432639,0.913799354,57.8480982,65.3,155.3311346,-250435,2822159912,390138888.1,53.11925152,2.97566284,47053033,,,5.2,,82.11129761,11.32346621,94.17553711,,,72.22222222,947300,10.43300402,,29,1.911160793,5.360365555
2012,YR2012,Thailand,THA,51.563,11.50410015,25.52536635,99.6,3.695384563,79.3,155.8552586,2443.615127,1860.317246,68.95123563,1.48244E+11,1.538,12899036063,200682,3.97558E+11,7.242796202,5520,14190,3.74727E+11,9.62566E+11,28.02416571,22.82799665,98,68.72370288,6.6,37.34369414,1.909144442,74.992,120.2895507,1.381411553,125.3199593,12.4,92.93948688,167314,-131419998.2,5656788795,132.7799898,0.46927282,67835969,0.1,12.6,1.5,9.2,,18.93807079,97.02944946,1.027160048,83.76145935,82.22222222,513120,15.44093567,,31,5.434075805,2.126677175
2012,YR2012,Timor-Leste,TLS,38.851,25.79423547,14.26658551,,0.264783303,,,,,7.123840745,76035317.8,4.497,40382443.85,9323,1160389500,4.853364501,3570,8730,4045680841,9889288652,60.02342317,,73,121.3949799,,12.78371616,6.165210676,67.72,59.89368225,0.500494678,54.81052856,56.3,,-28030,283640014.6,119859807.8,76.19381305,1.767331977,1133002,,,0.1,,83.32792664,337.8052184,126.9725571,0.968720019,66.79295349,46.66666667,14870,147.6612527,,94,0.00825763,3.002496074
2012,YR2012,Togo,TGO,91.737,42.52391813,1.939130435,,0.330685538,,,144.3796672,461.0402983,45.205361,749452534.6,4.727,121511565.6,12329.5,3873308389,6.543507029,590,1230,4016496393,8325342477,25.58013682,0.171441645,72,59.2054682,,18.40233482,1.709565399,58.661,95.37066582,1.624643118,48.89773243,83.5,117.5542836,-9994,245070007.3,344740603,124.5414047,2.660910607,6773807,,,2.6,16.5,75.12908173,18.09842609,127.21418,,,56.66666667,56790,15.87966385,,38,1.160901924,4.003347307
2012,YR2012,Tonga,TON,16.602,16.64427003,,95.5,1.070705492,34.1,,,,17.07146271,197996953.7,3.815,-841513.9783,89.5,470714083.4,0.823102718,4320,5380,444190074.6,552761614.9,36.77463136,6.630684691,95,60.97002895,,18.90121411,4.194069231,70.242,45.67528518,,54.50811295,12.8,82.439656,-12992,78180000.31,91248700.2,142.6888889,-0.796925117,102736,,,,1.8,103.5684967,,113.7666779,1.008520007,94.52684784,58.88888889,750,,,16,6.147167633,-0.831390639
2012,YR2012,Trinidad and Tobago,TTO,34.805,0.638524376,8.755208333,100,16.00221329,,,6612.810396,14312.42462,,,1.799,-1904347649,2315.62,25781712703,1.342687023,16850,27410,22659912753,36855353860,,0.762513343,85,,,50.55822372,0.344852309,72.382,85.51798034,0.662025828,140.0696302,21.2,145.7069716,-3999,,138785056.7,262.1469786,0.644091695,1344814,,,1.4,,,31.49207132,,,,67.77777778,5130,26.28334865,,40,,0.337099008
2012,YR2012,Tunisia,TUN,7.59,8.300257256,79.11323004,73.6,2.562000447,62.5,79.3853195,1408.869721,944.4212788,45.91284777,25399767556,2.216,1554269129,6904.9,47311159485,4.216677115,4320,10300,46834329080,1.11717E+11,26.09702647,7.042359163,96,55.63787616,,30.12153682,4.661810781,75.376,87.67064779,1.512342454,118.4095753,17.7,108.3835049,-150000,1022090027,2265714118,69.81844104,0.973852315,10846993,,,0.1,2.3,,29.87618969,109.8974533,,,74.44444444,163610,20.11548772,,13,11.57642915,1.391284661
2012,YR2012,Turkiye,TUR,31.243,7.694877592,22.25110132,,4.40556459,,66.64259642,2769.043584,1583.676202,24.36087552,3.38827E+11,2.126,13744000000,213019.68,8.80556E+11,4.788492711,11960,20620,8.92786E+11,1.53909E+12,28.07285973,2.154742529,96,28.46992714,5.8,26.64934735,7.422673287,75.373,44.17740995,2.009447799,90.66255197,15.8,88.89752631,1763078,3111610107,1881000000,96.99601887,1.631148233,74651046,0.1,15,,,99.8199234,30.7883785,98.63050079,0.964730024,85.18469238,84.44444444,785350,18.10718164,,10.5,26.93755093,2.429055191
2012,YR2012,Turkmenistan,TKM,26.455,8.501466802,1983.274021,,13.1000823,,,2428.858829,4847.75051,58.83274462,6547850842,2.936,3129614737,41270,35164210526,11.09999996,5560,10920,29302609104,57503025652,47.2,,99,50.50090802,,66.57985591,8.270084082,67.167,75.07633359,,111.9990888,42,237.2569118,-50002,36400001.53,37099998.47,11.20998021,1.797216765,5267906,,,,,,,,,,44.44444444,488100,,,,,2.511498626
2012,YR2012,Turks and Caicos Islands,TCA,,0.452994591,,,,,,,,,,,,105.2,727161000,-0.972299355,,,,,,2.19852999,,,,9.501883352,0.756189472,,,,,,71.59044037,,,0,35.86,2.064191444,34067,,,,,,,,,,,950,,,,,2.529136747
2012,YR2012,Tuvalu,TUV,,19.62473684,,,0.930752027,,,,,,,,1325042.531,10,39345620.21,-2.127659574,4520,4120,48572362.53,44311196.53,,,98,,,7.635,2.173913043,,53.37315789,,26.07319117,29,,,25479999.54,3835897.958,358.1333333,1.104363119,10744,,,,,,,,,,,30,,,,,2.892008097
2012,YR2012,Uganda,UGA,131.888,26.93267196,1.633333333,,0.109379114,,14.53028648,,,15.49172877,3776142288,5.845,1205388488,26679.16,27305915761,3.837455606,830,1970,28539804200,68126892521,25.42954732,21.88364951,80,28.01040837,6.4,25.16227997,3.837455606,59.017,30.7662269,1.227503204,47.32928353,66.7,111.3386084,-299994,1642479980,913264190.7,172.345402,3.180750229,34558700,37.5,19.7,6.2,11.9,56.38832855,,113.9003983,,,67.77777778,241550,,,29,1.357913467,5.789898782
2012,YR2012,Ukraine,UKR,27.953,7.761312484,23.36569873,99,6.077860784,65.5,84.58752826,3640.553483,2687.05604,47.38283156,1.33747E+11,1.531,8175000000,95916,1.82592E+11,0.152314967,3650,9600,1.66416E+11,4.3768E+11,19.61467923,6.471814908,79,55.2399568,10.2,24.26605241,7.98256111,70.94414634,83.88574014,1.613319917,130.8590206,10.7,94.85271948,132154,770909973.1,8449000000,78.70148105,-0.246976481,45593342,0.1,,0.9,,97.50717926,36.09507839,100.8658829,0.991639972,96.44418335,92.22222222,603550,17.63331542,,23,31.33498127,-0.11167546
2012,YR2012,United Arab Emirates,ARE,16.77,0.638887438,1798.363636,,19.20780112,,,10416.01261,7481.192238,100.2464817,,1.708,9566651351,3173,3.74591E+11,4.483791985,39220,69160,3.58574E+11,6.32212E+11,21.88480396,3.766661796,96,64.00284354,,57.4491471,2.238456478,76.711,164.514514,5.075556494,150.6876042,8.2,183.3687364,270000,,,128.7186426,2.15417386,9141598,,,,,93.94155884,3.245158485,99.9434433,,,,98647.9,0.363786289,,8.2,,2.539587514
2012,YR2012,United Kingdom,GBR,18.479,0.637404835,5.528965517,,7.343460282,,,5449.259473,3042.859871,29.93688112,,1.92,46750789728,30974,2.71916E+12,1.469887521,41940,38120,2.67146E+12,2.42805E+12,15.92135266,23.4467992,92,31.1687014,7.6,18.51692417,1.611883546,80.90487805,43.45535831,2.420564731,121.3932216,4.8,95.06512127,1300231,,4944716073,263.3001901,0.695353132,63700215,0.2,,,,,32.61116969,106.2460785,0.999750018,91.55275726,,243610,24.93930653,,11.5,,1.02214552
2012,YR2012,United States,USA,27.937,1.149329643,15.22492707,99.3,15.78978264,,221.3277811,12964.18794,6872.027284,13.6440494,,1.8805,2.50345E+11,3092700,1.6254E+13,2.280687603,52790,53130,1.65712E+13,1.66756E+13,19.95072315,20.1632972,91,17.03778597,5.2,19.16261132,1.870595529,78.74146341,23.88478918,4.477401219,97.06859919,7.1,94.68085106,4961716,,6303000000,34.31324483,0.733599941,313877662,1,,0.5,0.5,,16.74773749,,,,,9831510,9.76391603,,,,0.949565508
2012,YR2012,Uruguay,URY,60.653,8.121772487,3.969631236,99.9,2.521474843,,,2946.455656,1372.399914,25.91962942,,2.006,6394069822,18067.8,51264390116,3.538178707,13330,16830,45043829754,56852410741,22.91537973,9.903988603,96,29.14152474,5.6,22.86222892,8.5575517,77.004,39.71762846,1.803669825,147.8394779,10,108.9456597,-30000,17360000.61,91602186.21,19.30622215,0.297840986,3378975,0.2,,0.4,,102.6577377,29.94060602,112.0101395,,107.6001282,94.44444444,176220,18.82188561,,6.5,,0.431987887
2012,YR2012,Uzbekistan,UZB,23.79,28.9635567,307.0447436,100,3.799895864,,,1610.807906,1625.988144,19.26736572,8574558506,2.193,744244552.2,34295.2,67517349212,7.102444887,2160,6130,64405541479,1.82612E+11,30.07193296,,99,24.96058928,,20.42793816,15.3987947,70.155,34.42670702,,68.84378307,24.4,192.1818078,-66469,254990005.5,6089643562,68.32147774,1.472099988,29774500,,15,0.1,,92.95034027,25.0259205,96.31838989,0.989549994,92.0822525,57.77777778,444103,13.17440777,,11,4.816804964,1.276404231
2012,YR2012,Vanuatu,VUT,52.544,21.61869569,,,0.480952275,,,,,51.31066139,182211942,4.019,60388540.21,4423,747839697.7,1.010029914,2830,2660,705016644.5,663197233.3,24.08845521,,79,53.14096827,,7.874072577,-0.464018179,69.421,46.93519227,,58.55093608,29.3,80.06550493,1785,101940002.4,22036537.53,20.46800656,2.782591047,249505,,,,,,19.64896894,,,,47.77777778,12190,17.3819159,,33,1.416371224,3.188606535
2012,YR2012,"Venezuela, RB",VEN,87.82,5.016368634,2.810074534,96,6.169104327,,,3304.402836,2488.410936,26.17101425,1.5137E+11,2.417,4986000000,471762,3.81286E+11,5.625956975,12710,,3.73061E+11,,26.59674445,,87,24.23255313,,45.16019843,14.05943006,73.037,38.99196594,1.341471732,104.1151279,17.3,455.5615744,-431040,50720001.22,118000000,33.28703248,1.623948325,29360827,,27.2,0.6,,96.32138824,,102.3112106,1.024399996,85.8901062,77.77777778,912050,,,144,25.17554167,1.640973632
2012,YR2012,Vietnam,VNM,36.061,,22.77613934,,1.731811457,76.2,,1206.31043,667.324173,,61612717256,1.962,8368000000,136575.8,1.95592E+11,5.5,1970,6130,1.76757E+11,5.5024E+11,,27.16079687,96,,7.1,,9.082793326,74.958,116.7268853,2.156886368,146.6268374,22.4,126.0064915,-399999,4110750000,10000000000,286.4888198,1.04162218,89801926,1.7,17.2,0.4,16.2,102.6396866,,107.7544022,,,71.11111111,330951,,,32,3.644516652,3.180743312
2012,YR2012,Virgin Islands (U.S.),VIR,45.747,,,,,,,,,80.16629983,,2.06,,187.22,4089000000,-14.8125,,,,,,,,77.01149425,,,13.66327256,78.51707317,,,,,,-4501,,,309.1085714,-0.094235911,108188,,,,,,,,,,,350,,,,,0.072086819
2012,YR2012,West Bank and Gaza,PSE,60.792,8.105894302,36.03448276,,,,,,,15.32633269,,4.272,62985366.11,100.26,12208400000,6.096456563,3210,5610,12759178235,22319464164,19.48248747,0.316657818,98,51.60299466,,20.23606697,2.867734026,73.041,,,73.90418602,20.8,74.66367853,-157065,2006109985,1737049553,661.1292359,2.46768715,3979998,,,,,92.23401642,4.240532487,95.78309631,1.051040053,83.94432831,74.44444444,6020,4.215212313,,49.5,,2.787154006
2012,YR2012,"Yemen, Rep.",YEM,67.672,8.43814382,169.7619048,34.4,0.858490955,,,193.8040245,244.4377469,24.86371571,7586177349,4.439,-14239188.36,5490,35401341663,2.392885682,1260,3340,30836210586,81652542721,,0.673180049,63,36.49791837,,46.54400221,5.893274544,65.92,60.9383684,4.573884277,56.7968737,58.8,183.6600009,-75010,710780029.3,3351000000,46.35334583,2.757339123,24473176,,,0.1,,69.84921265,,95.09768677,0.767949998,46.91278076,46.66666667,527970,,,40.5,2.701635537,4.576069523
2012,YR2012,Zambia,ZMB,136.696,9.321639536,1.960099751,,0.27860069,,21.93314329,733.2106108,630.3300181,40.08291099,5721666853,5.233,1731500000,463196.4,25503060420,7.597593211,1690,3360,24444804629,48670115553,31.75492933,3.976563543,82,39.0177935,,32.01065039,6.992016281,58.502,71.24635123,1.357868638,72.75884453,74.7,190.7544426,-50000,956510009.8,72864000,19.45835699,3.102914035,14465148,,,13,,88.02960968,16.6680893,108.1296463,,,62.22222222,752610,14.8923643,,18.5,2.188374905,4.357219988
2012,YR2012,Zimbabwe,ZWE,108.843,8.044517527,28.22695759,,0.915734944,,,608.7616694,824.2417985,25.1632537,8886963329,4.058,349850000,178131.4,17114849900,16.66542877,1260,2340,16459900187,30632351759,9.856976893,6.217611143,97,48.99928103,,25.33061187,4.028576874,55.032,63.22579551,1.859608531,96.17835099,72.2,103.4244715,-622997,1001530029,2113579668,33.90241437,1.698083731,13115149,,,14.9,,97.09030914,20.39504874,112.5167923,0.967029989,51.55099106,53.33333333,390760,17.83548922,,87,17.21036635,1.148333083
2013,YR2013,Afghanistan,AFG,94.429,22.81066274,,,0.18562366,,,,,,2587774890,5.359,48311346,12084.4,20146404996,5.600744658,650,2020,21067819329,65266760469,,,57,,,20.44460531,4.822785479,62.525,45.01547547,1.076949768,52.08357627,76.9,144.1723377,,5152540039,347165291.8,49.47578615,3.494591927,32269592,,,0.1,24.6,,9.405609332,104.4984283,0.655330002,53.57513046,53.33333333,652860,7.12277329,,6.5,1.586526114,4.372354192
2013,YR2013,Albania,ALB,20.5124,19.56515781,,,1.533630039,,72.18066336,2533.252829,801.329975,28.91631514,8647043654,1.69,1254150556,7863.405,12776220507,1.002017541,4540,10750,13156889860,31131659916,28.05249646,0.890238022,99,46.95739871,,23.06131685,0.288745964,77.554,56.81648963,1.408982101,126.9369686,10.4,94.79366181,,269299987.8,1281848114,105.660292,-0.183211385,2895092,,,0.1,,89.53917694,22.30494951,99.98390961,0.981589973,96.25608063,68.88888889,28750,16.50327061,,5,13.54975669,1.74363937
2013,YR2013,Algeria,DZA,11.259,9.851117128,,96.6,3.644979345,57.1,,1278.915242,1247.494955,33.20989789,5245600941,2.99,1691886708,19408,2.09755E+11,2.8,5520,12800,2.10382E+11,4.88124E+11,43.41116148,0.569126988,95,30.40092579,,34.47761249,-0.093304378,75.661,57.21055428,4.844508917,103.6101395,25.8,283.1411813,,203419998.2,209601443.4,16.01355941,2.002703605,38140135,,,0.1,,106.0316772,,119.5393219,,,51.11111111,2381740,,,22,0.747243112,2.957284269
2013,YR2013,American Samoa,ASM,,,,,,,,,,71.78683386,,,,173.4,638000000,-2.5,,,,,,,,102.0376176,,,2.243589744,,135.8934169,,,,139.2125343,,,,278.585,0.086186779,55717,,,,,,,,,,,200,,,,,0.004109561
2013,YR2013,Andorra,AND,,,,,5.942800412,,,,,,,,,160,3193512950,-3.547596515,,,,,,23.59804664,95,,,,0.4484922,,,,79.14799317,3.8,,,,,171.8510638,-2.030744369,80770,,,,,,,,,,,470,,,,,-2.137498633
2013,YR2013,Angola,AGO,164.0252,6.50749232,,,1.036293852,,,280.2144821,533.7608866,50.74708579,44072816709,5.953,-7120017424,704928.14,1.33402E+11,4.949999998,4670,7130,1.21552E+11,1.85392E+11,26.14297048,,59,36.06484697,,53.36285218,2.844244404,58.054,70.89720358,4.455239422,51.06592034,98.5,251.678381,,285540008.5,36637411.34,20.86771958,3.551997427,26015786,,,1.9,,,35.70586261,,,,47.77777778,1246700,14.18476266,,66,8.162562307,4.742898743
2013,YR2013,Antigua and Barbuda,ATG,46.1564,2.017298294,,100,5.136050692,,,,,80.59161544,,1.998,134288999.6,85.82,1181448148,-0.600876397,12620,18180,1154411975,1663882355,23.73107705,0,96,75.61968833,,15.68226063,-0.94654445,76.218,48.41515905,,124.9595699,8.5,73.54021607,,1590000.033,21127350.74,207.9772727,1.21265579,91510,,,,,108.1081085,,,,,55.55555556,440,,,22,,0.522961754
2013,YR2013,Argentina,ARG,63.41,6.052918437,,97,4.342115069,72.4,33.18739157,2967.376558,1967.021678,14.61717339,1.50225E+11,2.322,9821661858,295438,5.52025E+11,2.405323781,12870,19700,5.43286E+11,8.31394E+11,17.3057789,7.458078026,94,14.71675561,5,24.00588144,23.94879842,75.756,27.24604172,0.83773643,159.6394613,12.7,156.4980784,,34729999.54,535004409.4,15.42116023,1.1191092,42202935,0.6,,0.4,,101.6450119,21.56528296,112.0119476,1.03136003,105.0414124,76.66666667,2780400,12.45290276,,24.5,17.14479497,1.25948243
2013,YR2013,Armenia,ARM,24.1716,18.43476288,,100,1.89812717,,43.14971373,1931.258117,1000.955276,28.35348514,8681090933,1.728,346092394.4,3299.36,11121465767,3.3,4110,10440,11911914318,30249264889,22.15249007,3.027848292,97,49.20156302,8.6,26.70904814,3.366824642,74.056,53.56308354,3.997244557,115.4848446,15.6,113.7016965,,275100006.1,2192193827,101.7770636,0.461930535,2897593,1.7,,,,,24.11681675,98.44946289,1.02907002,85.89755249,88.88888889,29740,21.58621388,,5,46.37363586,0.341686636
2013,YR2013,Aruba,ABW,27.3444,,,,,,,,,76.55130043,,1.813,226371388.8,4.2,2727932961,6.429816914,25430,34610,2623748381,3570658808,23.81732541,5.140044047,,85.33688306,,,-1.986754967,75.441,60.70446099,,134.5495788,,101.8871995,,,6337950.838,573.1388889,0.58329043,103165,,,,,96.57064056,,116.039299,,,,180,,,,,0.660561162
2013,YR2013,Australia,AUS,12.1846,2.285717633,,99,16.44231571,,,10220.8873,5468.391369,19.9862801,,1.855,54465480055,1316751.4,1.57634E+12,2.600211881,66050,44760,1.52765E+12,1.03533E+12,27.88433627,18.00245677,94,21.28980106,,25.19828124,-0.15259154,82.14878049,31.40962494,1.639720581,107.2461548,4.1,176.8117884,,,2442450025,3.010573526,1.72115144,23128129,,,0.1,,,24.46607578,105.9938507,,,,7741220,21.9560104,,2.5,,1.838175799
2013,YR2013,Austria,AUT,8.2392,1.254721216,,98.5,7.753699576,65.7,,8509.61158,3919.044419,53.4412933,,1.44,451107665.2,38739.94,4.30191E+11,0.025504712,50720,48050,4.30137E+11,4.07467E+11,23.72339,15.3690084,92,50.62512079,8.1,25.52494179,1.62388807,81.13658537,83.3195062,0.750825383,155.1157881,3.9,87.99885103,,,3261505684,102.7608216,0.589387255,8479823,0.3,14.1,,,97.60601044,44.8594734,101.2101212,0.972970009,99.19738007,,83879,26.41517309,,25,,0.919560199
2013,YR2013,Azerbaijan,AZE,50.5596,5.36626448,,99.9,3.285616903,,,2092.536521,1474.003433,48.41583308,10573141207,1.98,2619437000,10597.3,74164435946,5.809800843,7450,16330,70151075966,1.53815E+11,25.65793544,13.77396721,98,26.26001169,,57.05441545,0.445064509,71.768,56.6632773,4.54092331,107.9339038,30.3,198.0009746,,-70830001.83,1733168000,113.9234808,1.293447027,9416801,,,0.2,4.9,88.08940887,40.40579561,100.5004501,,,74.44444444,86600,13.38833316,,7,5.257215312,1.778515184
2013,YR2013,"Bahamas, The",BHS,32.2378,0.92021055,,98.6,7.653297299,,83.59525883,,,39.78869239,,1.81,382252000,5098.6,10562800000,-2.863293945,27600,30860,10134563899,11331939744,28.99325936,0,92,45.67633582,,12.83277161,1.433320649,72.62,39.01427652,,78.16564035,14.6,88.99046645,,,,36.67952048,0.980106184,367162,,,1.7,,,13.09323017,,,76.89482117,,13880,11.6741861,,23.5,,1.057470755
2013,YR2013,Bahrain,BHR,13.868,0.274789045,,99.8,21.93867997,,,18693.12388,10419.81584,104.8048033,,2.098,3727712766,5.68,32539468085,5.41683981,23790,49600,31282350546,65227977633,25.9405926,0.592039153,99,87.06775078,,47.94537566,0.384140011,76.484,98.1177686,4.141451788,168.0717065,7.8,139.1667274,,,,1707.82987,1.153907053,1315029,,,0.1,,94.48236847,,97.67427826,1.014459968,96.67333984,,770,,,9.3,,1.236072844
2013,YR2013,Bangladesh,BGD,87.4764,15.493278,,36.5,0.396697028,61.8,,301.967618,222.061405,19.53787411,31507130280,2.188,2602962095,18853.768,1.4999E+11,6.013605658,1040,3400,1.58833E+11,5.18842E+11,28.38962075,0.299088586,91,26.75852861,,26.30707016,7.174953427,70.93,44.13547632,1.258197522,76.29745621,42.2,62.08863984,,2633590088,13866954019,1173.553146,1.155950914,152761413,,,0.1,35.1,,11.16041237,,,60.16873932,65.55555556,148460,8.962413316,,21.8,5.925809788,3.531168819
2013,YR2013,Barbados,BRB,40.8772,1.422069851,,98.6,5.065179206,,,,,40.92577252,,1.63,104089451.2,63,4677248302,-1.447407479,15660,14700,4451873650,4178437977,16.5226526,,87,51.27266814,,14.08699189,2.946693847,78.633,47.37828435,,108.2350789,14.6,106.501117,,,190981633,661.1488372,0.209862188,284294,,,1,,,24.73057051,,,,,430,23.06994729,,18,,-0.183377552
